ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,EMPQ_emotional,EMPQ_cognitive
7843,1,0,0, ,2,2,4,1,5,2,5,4,5,4,1,5,5,3,5,5,5,4,3,1,4,5,2,2,3,3,5,5,2,5,4,4,2,5,5,1,3,5,4,4,2,5,3,3,1,2,4,4.666666667
7843,4,0,0, ,2,2,3,1,3,1,4,5,5,3,3,4,4,1,5,4,3,4,5,3,3,3,5,4,3,1,3,1,4,5,3,5,5,5,4,3,3,2,1,4,2,4,2,5,4,5,4.636363636,4.555555556
7851,1,2,0, ,2,1,2,4,4,1,5,4,5,4,2,5,4,1,3,3,4,3,5,4,2,4,3,5,3,4,2,4,4,3,4,2,4,2,4,3,5,1,3,5,4,3,5,1,4,3,4,3.666666667
7851,4,2,0, ,2,1,5,3, ,2,5,3,2,4,3,2,5,3,2,4,2,5,2,1,3,1,2,1,3,2,1,3,5,3,4,1,4,2,5,3,2,4,2,4,3, ,1,4,1,3,2.545454545,3.444444444
7855,1,0,0, ,2,1,5,4,4,3,4,3,5,4,2,5,5,3,4,4,3,5,3,5,4,4,1,3,3,4,4,4,4,3,3,4,5,3,3,3,3,3,4,4,5,5,3,2,4,4,3.5,4
7855,4,0,0, ,2,1,3,4,5,4,4,3,4,4,3,4,5,4,5,5,3,4,4,1,4,4,3,4,5,2,4,4,5,5,5,4,5,5,4,4,3,3,5,4,5,4,4,4,5,4,3.363636364,3.888888889
7857,1,0,0, ,2,2,5,3,3,1,2,4,3,4,3,2,4,2,4,4,3,2,4,4,4,4,3,3,4,2,2,4,3,4,3,2,4,3,3,2,2,4,4,3,4,2,1,2,2,2,3.363636364,3.666666667
7857,4,0,0, ,2,2,4,2,3,1,2,4,4,4,3,5,4,2,3,1,2,3,4,2,2,3,3,4,3,2,3,4,2,4,3,4,4,4,4,2,4,5,3,4,4,2,2,4,2,2,3.181818182,3.888888889
7863,1,0,0, ,1,3,5,3,5,1,5,2,5,3,4,5,5,1,5,2,5,5,3,1,5,5,2,4,4,3,5,5,1,5,3,4,4,4,4,4,4,5,4,5,5,5,3,3,1,3,2.909090909,4
7863,4,0,0, ,2,3,4,2,4,1,5,3,5,1,4,5,5,2,5,3,4,4,2,3,5,5,2,5,1,4,3,5,2,4,1,3,3,3,5,3,2,5,3,5,3,3,3,4,2,2,3.727272727,4.111111111
7875,1,0,0, ,2,1,3,4,4,1,5,4,3,4,2,4,2,2,3,4,3,2,2,3,4,5,4,3,4,3,4,4,4,3,3,4,4,3,3,2,3,3,4,3,4,4,2,3,4,5,3,3.666666667
7875,4,0,0, ,2,1,2,4,3,3,4,4,3,4,2,5,2,2,3,5,3,2,3,4,5,4,5,4,4,2,3,3,5,3,4,4,5,3,4,2,3,4,4,3,4,3,4,2,4,3,3.272727273,3.444444444
7881,1,0,0, ,2,1,5,3,3,2,4,2,4,4,3,4,4,3,4,3,3,4,3,2,3,4,2,4,3,3,4,4,3,4,3,3,2,4,3,3,2,4,2,4,4,3,3,4,4,4,4,3.666666667
7881,4,0,0, ,2,1,4,1,4,2,5,4,4,3,1,5,5,1,5,3,4,4,4,2,4,5,4,4,1,2,4,4,1,5,1,4,4,5,4,2,3,5,1,4,1,3,4,4,2,5,3.636363636,3.555555556
7887,1,1,0, ,1,2,2,1,4,5,5,4,5,2,4,4,3,1,5,5,5,4,5,3,4,5,3,4,3,1,4,2,3,3,3,4,3,5,4,5,2,5,2,3,2,4,2,5,5,4,4.090909091,4.333333333
7887,4,1,0, ,1,2,5,2,4,2,5,1,5,4,2,4,5,2,5,5,5,4,3,2,4,3,1,4,2,2,4,5,1,2,3,4,3,4,5,3,2,4,4,3,4,1,4,5,2,2,3.181818182,4.666666667
7921,4,2,0, ,1,1,3,2,4,1, , ,4,2,3,3,5,2,4,3,4,4,4,2,3, ,2, ,2,4, ,4, ,4,2,3,3, ,4, , , , , , , , , , , ,2.8,3.333333333
7929,1,0,0, ,2,3,3,2,3,1,4,3,4,3,3,3,4,2,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3, ,3,3,3,3,2.727272727,3.222222222
7935,1,1,0, ,2,3,5,2,5,3,4,4,5,2,2,4,5,1,5,2,5,5,4,2,5,5,1,5,1,1,3,5,1,5,1,5,2,5,4,2,3,5,1,2,3,5,1,5,1,5,4.181818182,4.666666667
7935,4,1,0, ,1,3,5,4,5,2,3,1,4,5,5,4,5,3,5,4,5,5,3,5,4,2,2,4,4,3,3,5,2,3,2,2,3,4,3,4,1,5,4,4,2,3,3,4,5,3,3.090909091,3.555555556
7947,1,0,0, ,1,1,4,3,4, ,2,4,4,4,4,4,4,3,5,5,5,5,5,1,5,5,4,4,2,5,5,4,3,4,4,5,4,5,5,5,3,5,2,5,5,5,5,5,3,1,3.363636364,3.888888889
7947,4,0,0, ,1,1,3,4,2,3,4,4,5,2,4,4,3,2,4,4,4,4,5,2,5,3,2,5,4,2,4,4,2,3,4,4,3,5,5,5,1,4,4,3,4,4,3,4,4,2,3.727272727,4.222222222
7951,1,0,0, ,2, ,3,3,4,1,4,4,4,2,2,3,4,3,4,3,2,3,3,2,3,2,2,4,3,3,2,3,2,4,2,4,2,4,4,2,2,4,2,4,3,2,5,4,2,3,2.363636364,3.666666667
7951,4,0,0, ,2, ,2,4,4,1,4,3,5,2,4,5,3,4,4,3,4,2,2,4,2,5,3,4,4,2,4,2,2,4,3,4,4,3,4,3,1,3,3,2,4,5,4,5,3,4,4.090909091,4.555555556
7955,1,0,0, ,1,1,3,2,3,2,4,3,4,4,3,5,5,2,4,4,4,4,4,4,3,3,2,4,2,4,4,3,2,2,3,4,3,3,4,4,3,4,4,4,2,4,2,4,2,2,3,3.888888889
7955,4,0,0, ,1,1,4,3,4,1,4,4,4,5,5,5,4,4,4,2,4,4,5,3,2,4,2,5,3,4,4,4,2,2,4,4,5,3,5,5,2,4,5,2,5,5,2,5,5,4,3.545454545,3.777777778
7969,1,0,0, ,2,2,4,3,3,1,5,3,4,5,3,5,5,1,5,5,4,4,3,5,4,5,1,4,4,2,5,5,3,3,3,5,2,4,3,3,3,5,2,4,4,5,5,5,4,5,3.818181818,4.222222222
7969,4,0,0, ,2,2,5,2,5,1,5,4,5,2,1,5,5,1,5,3,4,4,3,1,5,4,2,5,1,1,4,5,1,5,3,4,4,5,5,1,1,5,4,3,4,5,2,4,4,3,4.181818182,4.777777778
7975,1,0,0, ,1,1,4,2,4,1,4,2,4,5,2,4,2,2,4,3,2,2,4,5,4,4,2,4,5,4,4,4,2,3,2,4,2,4,3,4,2,4,4,3,3,4,4,4,4,3,3.181818182,4.222222222
7975,4,0,0, ,1,1,3,3,2,3,3,3,3,3,2,3,3,3,3,4,2,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,2,3,3,4,4,4,4,4,4,4,3,4,3,3,2.909090909,3.555555556
7979,4,0,0, ,1,2,3,4,4,1,3,4,4,4,3,4,3,2,5,4,3,3,4,2,4,4,2,4,2,3,4,3,3,4,4,3,2,4,4,3,3,4,4,4,4,4,2,4,3,4,3.272727273,4
8035,1,0,0, ,1,2,4,4,2,1,4,3,3,4,2,5,4,3,3,3,4,3,3,4,4,5,2,3,4,3,4,3,2,2,3,3,4,3,3,3,3,4,4,2,3,4,3,4,4,3,3.272727273,4
8035,4,0,0, ,1,2,4,4,3,1,4,2,3,4,2,4,4,3,4,4,3,4,4,4,4,5,2,4,4,3,4,3,1,3,2,1,4,3,3,2,2,4,3,3,4,4,3,3,4,2,3.090909091,4
8043,1,1,0, ,1,3,4,3,4,1,4,3,3,2,4,5,5,2,1,3,4,3,5,2,4,5,2,4,1,2,3,4,2,4,2,3,3,4,4,3,4,5,4,4,3,4,3,5,3,3,3.181818182,4.111111111
8043,4,1,0, ,2,3,5,1,5,1,5,3,5,5,2,5,5,1,5,1,4,5, , , , ,3,5,2,3,5,5,1,5,3,5,1,5,5,3,3,5,3,5,2,5,5,3,1,5,3.727272727,4.444444444
8065,1,0,0, ,1,2,1,1,4,1,3,3,3,3,2,4,2,1,4,3,3,1,3,2,2,5,4,3,3,4,5,4,3,4,3,2,3,3,4,3,4,4,3,1,3,3,4,3,5,2,1.818181818,2.444444444
8065,4,0,0, ,1,2,3,1,5,2,5,3,5,1,4,5,4,2,5,4,5,5,5,1,5,4,3,5,1,1,5,4,2,5,2,4,4,5,5,4,3,5,1,4,3,4,1,4,2,5,4.636363636,4.222222222
8073,1,1,0, ,2,1,4,2,5,3,4,4,4,4,3,4,5,2,5,4,5,4,4,2,5,4,5,5,4,1,4,4,2,5,3,5,5,5,5,4,4,5,3,5,4,4,5,5,5,5,3.909090909,4.555555556
8085,1,1,0, ,1,2,3,1,1,1,4,3,5,2,3,5,4,1,5,5,3,3,5,1,3,3,2,5,1,3,4,3,1,5,4,5,3,5,5,4,3,5,1,4,2,2,5,5,1,3,3.545454545,4.555555556
8085,4,1,0, ,1,2,2,2,5,2,2,3,3,4,2,5,5,2,4,4,4,4,4,1,4,3,5,4,1,2,3,3,4,5,3,4,4,5,5,2,5,3,2,3,1,2,4,4,2,4,3.272727273,3.666666667
8099,1,0,0, ,2,2,5,2,3,2,5,2,4,5,2,5,2,1,5,4,3,4,5,5,4,5,2,2,3,1,5,5,1,2,4,5,4,4,5,2,2,5,4,3,4,5,1,5,5,5,4.272727273,4.444444444
8099,4,0,0, ,2,2,5,4,5,1,4,4,5,2,2,4,4,1,4,2,3,4,4,1,2,4,2,4,4,4,3,4,1,5,3,4,2,4,5,3,4,4,3,4,4,3,3,4,2,5,3.545454545,4.777777778
8107,1,0,0, ,2,1,2,2,2,3,4,2,4,1,2,4,1,1,5,5,3,1,4,5,5,2,3,3,4,2,4,4,4,2,5,5,2,4,3,2,4,3,3,3,4,3,1,2,4,5,3.272727273,3.777777778
8107,4,0,0, ,2,1,4,2,4,2,3,5,4,2,2,2,1,1,5,4,4,2,3,2,4,4,4,3,2,2,2,3,2,4,4,5,4,5,4,2,5,2,1,3,3,3,2,4,3,5,4.636363636,4.222222222
11939,1,1,0, ,2,3,5,2,4,1,3,2,5,2,3,4,5,1,5,4,3,3,4,5,2,2,1,5,1,3,1,3,1,4,4,1,1,3,4,2,4,5,1,3,1,2,1,5,3,3,2.909090909,3
11939,4,1,0, ,1,3,4,4,2,1,4,2,2,4,4,4,5,2,2,2,3,4,4,3,4,4,1,4,3,5,1,5,2,2,2,3,2,3,3,3,2,5,2,3,3,2,2,4,5,1,2.545454545,3.222222222
11951,1,1,0, ,1,1,4,3,3,1,4,3,4,2,2,4,4,3,5,3,4,4,3,3,2,4,2,4,3,3,2,4,2,4,2,4,2,4,4,3,3,4,2,4,3,4,3,4,3,3,2.818181818,4
11967,1,1,0, ,2,2,3,3,4,2,3,3,4,2,3,3,3,2,4,4,4,3,3,3,3,3,2,4,2,4,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,4,3,4,3.090909091,3.625
11967,4,1,0, ,2,2,5,2,4,1,4,3,4,4,3,4,5,2,4,4,4,5,4,4,3,4,1,4,2,3,4,4,2,5,3,4,2,4,4,3,4,5,2,4,3,4,2,4,3,4,3.909090909,4
11973,1,1,0, ,2,2,2,3,4,2,3,2,4, ,3,5,4,2,4,5,3,3,4,1,4,4,4,5,2,1,3,2,3,4,3,3,4,3,4,2,5,5,4,4,4,3,2,3,2,3,3.818181818,4.222222222
11973,4,1,0, ,2,2,4,4,5,2,4,1,4,5,4,5,4,1,5,5,4,4,5,1,5,5,2,4,3,1,4,1,1,5,3,5,4,5,4,1,5,4,3,2,4,5,3,2,5,5,4.181818182,3.888888889
15935,1,0,0, ,2,3,5,3,5,1,4,3,4,2,4,4,4,2,4,3,5,4,4,2,5,3,2,4,3,2,3,5,1,4,1,4,2,4,4,4,4,4,2,4,3,2,2,3,1,3,3.8,4
15935,4,0,0, ,1,3,4,4,4,3,4,3,4,3,3,4,4,2,5,3,4,4,4,3,4,4,2,4,3,3,4,4,3,4,3,4,3,4,4,3,3,4,3,3,3,3,2,4,3,4,3.727272727,4
15939,1,0,0, ,1,2,4,4,2,3,2,1,3,4,1,5,3,5,3,4,1,3,4,3,4,5,5,5,5,1,2,5,3,3,4,4,4,4,4,1,3,4,5,1,5,4,2,5,3,3,4,3.777777778
15939,4,0,0, ,1,2,2,1,4,1,5,3,5,4,4,5,4,1,5,1,4,4,3,1,1,4,2,3,1,4,5,5,1,5,1,2,1,5,5,4,2,5,1,4,2,4,2,4,1,4,3.090909091,4.444444444
15947,1,1,0, ,2,3,1,2,5,1,2,4,5,4,3,2,5,3,4,2,1,3,4,5,2,1,1,4,1,5,1,4,3,5,2,1,3,4,5,4,4,5,3,3,5,2,2,3,5,1,2.818181818,4.444444444
15949,1,0,0, ,1,1,4,3,1,1,5,2,4,5,1,5,5,4,4,4,5,4,4,5,4,5,1,4,5,2,5,5,4,1,4,2,2,4,4,4,1,5,5,1,4,5,4,2,5,2,3.909090909,4.333333333
15957,1,2,0, ,2,1,3,1,3,1,2,4,3,1,4,2,4,1,5,3,3,4,5,2,2,3,2,2,3,1,3,2,1,3,3,4,1,3,4,1,1,4,3,3,4,3,4,5,2,5,2.545454545,3.444444444
15957,4,2,0, ,2,1,4,2,2,1,3,3,4,4,3,2,5,3,3,1,3,4,3,4,2,2,1,5,3,4,2,4,1,2,2,4,1,5,3,3,2,5,2,1,2,3,2,5,5,5,1.909090909,3.444444444
15959,1,0,0, ,1,1,4,1,4,1,5,3,4,3,4,5,5,2,5,4,4,4,5,3,3,5,2,4,2,5,4,5,1,4,2,4,2,4,4,4,2,5,2,4,1,4,4,4,3,4,3.545454545,3.888888889
15959,4,0,0, ,1,1,3,3,3,1,4,3,4,4,3,4,4,4,4,3,3,3,4,3,2,4,3,4,3,4,4,5,2,3,3,3,3,3,4,4,2,4,4,3,3,4,3,4,3,2,3.272727273,3.777777778
15961,1,0,0, ,2,2,4,3,4,3,4,2,4,3,2,4,3,1,5,4,4,3,2,2,4,4,3,4,1,2,4,4,2,3,3,3,4,4,4,2,4,5,4,3,4,4,2,4,3,3,3.727272727,4.444444444
15961,4,0,0, ,2,2,5,2,5,1,4,3,3,3,4,5,4,3,5,3,4,3,2,1,3,4,2,3,2,2,4,4,1,5,2,4,2,3,5,4,3,4,3,4,3,3,3,4,3,4,3.454545455,4
15975,1,0,0, ,2,3,5,2,4,1,4,3,5,4,3,4,5,1,5,4,3,5,4,2,4,4,2,4,3,3,5,4,1,5,1,4,3,5,4,2,3,5,2,4,2,3,4,5,3,5,3.818181818,3.777777778
15975,4,0,0, ,1,3,1,1,4,1,3,2,4,2,3,4,5,2,4,2,3,4,4,1,2,3,4,4,2,2,5,4,2,4,3,4,3,4,4,3,4,5,3,4,2,3,5,4,3,4,3.636363636,3.444444444
15981,1,0,0, ,2,2,1,2,5,3,4,5,5,2,5,4,4,1,5,2,5,4,5,2,4,4,5,5,3,3,5,2,4,5,3,5,5,5,5,5,5,2,3,4,3,3,4,3,2,5,3.272727273,3.666666667
15981,4,0,0, ,2,2,2,2,4,1,5,3,4,3,3,5,3,5,5,4,5,3,4,3,3,5,5,4,4,3,5,5,1,5,2,5,3,4,5,4,5,4,1,4,5,5,4,4,1,5,3.181818182,3.888888889
15985,1,2,0, ,2,2,4,2,5,1,4,5,5,1,3,4,5,1,5,4,4,4,5,1,5,4,5,5,2,2,4,4,1,5,1,4,5,5,5,1,3,5,2,4,1,4,3,5,1,4,3.818181818,4.555555556
15985,4,2,0, ,2,2,4,3,4,1,3,4,4,2,3,4,4,3,4,3,3,3,2,2,3,3,4,4,3,3,4,4,2,4,2,3,3,4,4,3,5,4,2,4,3,3,2,4,3,3,3.454545455,4.111111111
15989,1,0,0, ,1,3,2,3,5,1,2,4,3,2,4,4,4,1,5,2,3,4,4,1,4,5,3,3,3,4,4,4,1,5,3,3,3,3,4,2,5,5,2,5,2,2,4,2,2,4,3.545454545,3.555555556
15989,4,0,0, ,2,3,4,1,5,1,5,2,5,1,4,5,5,1,5,4,4,5,5,1,3,4,3,4,1,3,4,5,1,5,1,5,2,5,5,4,3,5,1,5,3,5,5,5,2,5,3.727272727,4.777777778
15997,1,0,0, ,2,3,2,2,4,1,3,4,5,1,2,3,4,1,5,3,3,4,4,1,4,3,3,5,3,4,3,5,1,5,1,5,4,5,4,2,3,4,1,3,1,3,1,5,1,1,3.818181818,3.666666667
15999,1,1,0, ,1,2,2,2,4,2,4,4,4,4,3,5,4,1,4,4,5,5,4,4,3,5,4,3,1,5,5,5,4,4,2,3,2,4,4,4,4,4,3,4,3,5,2,4,3,5,2.454545455,3.777777778
15999,4,1,0, ,1,2,4,3,4,2,4,5,4,5,1,5,5,3,4,5,4,5,4,3,5,5,2,4,4,3,4,5,3,4,3,5,4,4,4,3,3,5,3,5,2,3,5,5,5,4,2.636363636,4.111111111
16009,1,0,0, ,1,3,4,3,4,3,3,2,4,5,2,3,4,4,3,3,3,3,3,5,2,4,5,3,3,4,3,5,2,3,4,1,4,3,2,2,3,3,4,2,5,3,1,3,5,1,2.545454545,4.222222222
16009,4,0,0, ,2,3,5,2,5,1,4,5,5,2,4,5,5,1,5,3,5,5,4,1,5,5,1,5,3,4,2,5,3,5,3,5,2,5,5,4,4,5,2,5,3,4,1,5,1,5,3.727272727,4.777777778
16015,1,0,0, ,1,2,5,3,2,1,3,2,4,4,5,5,4,2,3,2,4,3,4,4,2,3,1,4,4,3,3,3,4,2,4,5,2,4,3,4,4,4,3,3,2,5,4,2,3,2,3.818181818,4
16015,4,0,0, ,1,2,4,3,5,2,5,1,4,4,5,3,3,3,4,5,4,4,4,3,4,5,1,3,4,4,5,5,4,3,2,5,2,3,3,4,2,5,4,3,2,5,1,4,2,5,3.727272727,4.777777778
16021,1,0,0, ,1,3,2,2,4,1,5,3,4,4,2,4,4,2,4,4,3,3,4,2,4,4,3,5,3,4,4,3,4,5,2,4,3,4,4,2,4,5,2,3,5,5,3,4,2,3,3.4,4
16021,4,0,0, ,2,3,4,5,4, ,4,2,4,5,1,5,3,4,5,5,2,3,4,5,4,4,2,1,3,1,4,5,4,5,5,2,2,4,3,2,1,3,4,3,5,3,4,5,3,3,3.727272727,3.111111111
16025,1,0,0, ,2,1,4,1,1,2,3,2,5,4,4,4,5,3,4,5,5,5,5,5,5,5,1,4,3,1,5,3,1,2,2,4,4,5,5,3,3,5,3,3,4,3,4,5,5,3,3.545454545,4.111111111
16025,4,0,0, ,2,1,5,2,5,3,5,3,5,2,1,4,5,4,5,5,2,5,2,1,2,4,4,5,4,2,4,5,5,4,5,5,5,3,4,1,3,5,5,2,5,2,5,4,2,5,3.363636364,4
16029,1,0,0, ,2,2,4,2,4,1,3,2,5,2,4,4,4,2,4,4,4,4,5,2,4,4,2,4,2,3,3,3,2,4,4,4,2,5,4,4,5,5,2,5,4,4,4,5,3,3,3.818181818,4
16029,4,0,0, ,2,2,5,3,4,2,4,2,5,3,4,5,5,3,4,4,4,5,5,5,4,4,2,3,3,4,4,3,3,2,4,5,4,5,4,2,4,5,3,2,4,4,2,4,5,3,3.909090909,4
16041,1,0,0, ,2,2,5,4,5,1,2,3,5,2,4,4,5,3,5,2,4,5,1,2,3,5,1,3,2,4,3,5,1,4,2,4,2,4,5,3,3,5,4,5,3,5,3,5,4,3,3,3.777777778
16041,4,0,0, ,2,2,5,2,4,1,5,3,5,4,3,5,5,3,5,5,4,5,3,4,5,5,3,4,3,1,5,5,3,2,1,5,4,5,5,4,4,5,4,2,4,5,1,5,3,5,3.727272727,4.444444444
16045,1,0,0, ,1,2,3,2,2,1,4,5,4,4,3,5,4,1,4,4,5,4,4,4,3,4,3,4,4,3,4,3,4,4,3,5,4,4,4,1,3,4,1,1,2,4,3,4,2,2,4.090909091,4.333333333
16045,4,0,0, ,1,2,4,2,3,2,4,4,4,1,3,4,3,1,5,2,5,4,4,2,4,3,4,4,3, ,4,3,1,4,3,2,3,4,4,2,4,4,3,3,3,2,2,4,1,2,2.636363636,4.222222222
16057,1,0,0, ,2,1,2,3,4,3,1,4,4,2,3,4,2,1,4,2,4,2,4,1,4,5,4,3,3,2,4,3,3,4,3,5,5,4,2,2,4,3,1,2,4,2,4,4,4,2,3,3.555555556
16057,4,0,0, ,2,1,2,1,3,3,2,3,4,2,2,3,3,2,4,3,3,2,4,2,4,4,5,4,3,2,2,2,2,2,3,3,5,4,3,2,4,3,2,2,2,3,2,3,2,3,3.272727273,4
16059,1,0,0, ,2,3,5,1,4,1,4,1,5,4,1,5,5,3,5,5,4,4,3,1,5,5,1,4,2,1,5,5,2,5,1,4,1,5,5,1,2,5,4,4,5,5,4,4,4,1,3.363636364,4.555555556
16061,1,1,0, ,1,1,2,2,3,1,3,4,4,4,2,5,5,1,4,5,3,4,5,2,3,4,2,3,3,2,2,4,2,2,2,4,4,4,3,3,4,4,4,2,3,5,2,4,5,2,3.454545455,3.888888889
16061,4,1,0, ,1,1,4,3,4,3,4,4,4,2,4,4,5,2,4,3,4,3,3,2,4,4,3,3,3,4,4,5,4,3,3,4,2,4,4,4,3,4,4,4,3,4,3,4,2,4,2.454545455,3.888888889
16073,1,0,0, ,1,3,4,5,1,3,4,2,4,5,3,4,5,1,2,3,4,4,4,3,4,4,3,4,5,1,4,3,3,2,4,3,4,4,2,3,2,5,3,4,2,5,4,5,3,2,3.636363636,3.777777778
16073,4,0,0, ,2,3,3,2,4,1,5,4,4,4,4,5,5,1,4,4,5,5,5,3,5,5,4,4,3,2,5,3,2,4,1,5,4,4,4,3,4,4,2,3,2,3,2,5,2,3,4.272727273,4.222222222
16083,1,2,0, ,2,1,3,3,5,1,2,3,3,2,3,4,4,3,4,2,3,4,4,1,4,3,3,4,4,3,2,4,2,3,3,4,4,5,5,3,4,5,3,3,4,4,4,3,3,4,3.272727273,3.555555556
16083,4,2,0, ,2,1,4,2,4,1,4,3,3,3,4,5,4,4,4,4,4,5,5,2,4,4,2,5,2,3,3,4,1,3,1,3,2,4,4,1,2,4,2,4,4,4,3,5,4,4,3.363636364,3.888888889
16085,1,0,0, ,1,3,2,2,3, ,4,4,5,4,4,5,4,1,3,4,3,2,5,5,1,5,4,4,1,3,5,3,1,3,3,2,4,4,3,5,3,4,1,2,1,5,4,4,4,4,3.727272727,4
16085,4,0,0, ,2,3,4,2,4,1,5,2,4,4,3,5,5,2,5,4,5,5,5,5,2,5,3,5,4,5,5,3,2,3,2,2,1,5,5,5,2,5,4,2,3,5,5,4,3,5,3.090909091,4.555555556
16095,4,0,0, ,1,1,3,2,5,2,4,4,4,4,2,5,4,1,4,4,4,4,5,1,4,4,4,4,1,2,4,4,2,5,4,4,4,4,5,2,5,5,3,4,2,4,2,4,2,4,4,4.111111111
16097,1,1,0, ,2,2,4,2,2,1,3,5,5,5,4,5,5,1,5,5,4,5,5,5,2,5,5,5,4,1,3,2,2,5,3,5,5,5,3,3,5,4,2,2,4,5,2,2,5,4,4.090909091,4.777777778
16097,4,1,0, ,2,2,5,2,5,1,4,2,3,1,5,5,5,1,5,4,5,3,3,1,2,3,2,4,1,5,4,4,4,5,4,5,4,5,4,4,3,3,4,5,4,4,4,2,4,4,3,3.777777778
16103,1,0,0, ,2,3,5,1,4,2,5,4,5,2,5,5,3,1,5,5,5,4,4,5,5,4,1,4,4,1,5,5,4,3,5,4,4,4,4,5,5,5,5,2,5,5,5,5,2,5,4,4.888888889
16103,4,0,0, ,1,3,5,5,4,2,5,2,2,2,3,5,5,2,4,3,5,3,2,4,2,5,2,3,3,5,4,4,2,5,4,4,4,2,4,4,2,4,4,4,4,4,3,2,1,4,1.727272727,4.222222222
16109,4,2,0, ,1,2,5,4,3,2,3,2,4,4,2,4,4,4,3,4,4,4,4,3,5,4,3,3,3,2,3,5,3,3,3,3,4,4,4,2,4,4,3,4,4,4,3,4,5,4,3.909090909,4
16127,1,0,0, ,1,1,3,4,3,1,4,4,5,3,4,3,3,2,4,3,3,4,4,1,2,5,3,2,2,3,3,3,3,4,2,2,3,5,4,4,4,5,4,3,3,4,2,4,3,2,3.363636364,4.111111111
16127,4,0,0, ,1,1,4,3,2,2,3,4,3,1,4,5,5,1,3,4,3,4,4,1,3,5,2,4,3,3,3,4,2,4,2,4,2,2,4,4,5,5,3,4,2,4,5,2,4,1,2.545454545,4.444444444
16133,1,0,0, ,2,2,4,3,4,3,4,3,5,2,3,4,3,1,5,5,4,3,3,1,3,4,3,4,3,3,4,4,2,3,2,4,4,4,4,2,3,5,2,3,5,4,3,5,2,3,3.909090909,4.222222222
16133,4,0,0, ,2,2,3,2,4,3,4,4,5,5,4,5,3,2,5,4,3,3,3,2,4,4,4,4,4,2,3,4,3,4,3,4,4,4,4,4,3,4,3,4,3,3,3,3,3,4,3.636363636,3.888888889
16157,1,0,0, ,2,3,5,5,4,2,5,1,4,5,3,4,2,4,3,3,4,3,1,5,4,4,1,3,2,4,2,4,3,4,4,4,2,3,3,2,4,3,2,3,4,3,3,2,3,3,2.454545455,3.666666667
16157,4,0,0, ,1,3,4,4,2,3,3,4,4,3,5,4,4,1,5,3,4,1,4,4,3,4,5,5,4,4,3,2,4,2,3,4,4,4,4,5,4,4,1,3,2,3,2,3,4,2,3.454545455,4.222222222
16175,1,0,0, ,1,2,5,3,4,1,4,3,4,4,3,4,5,3,4,4,4,4,5,5,3,3,1,3,5,4,4,4,1,3,1,5,3,4,4,3,1,4,4,3,3,4,4,4,2,5,3.090909091,4.555555556
16175,4,0,0, ,1,2,5,3,3,3,4,4,5,5,4,5,5,1,4,5,5,2,4,1,4,5,3,5,4,4,5,4,3,4,3,5,5,4,4,3,3,5,4,4,2,5,5,5,4,5,3.090909091,3.666666667
16179,1,0,0, ,2,2,3,2,3,2,3,4,4,2,2,3,4,3,4,3,3,3,4,2,3,3,4,3,3,3,2,3,2,3,2,3,4,3,3,2,4,4,3,3,3,3,3,4,2,3,3.545454545,3.444444444
16179,4,0,0, ,2,2,4,2,3,2,3,3,3,4,3,4,4,2,4,3,2,4,4,2,4,4,4,4,3,2,3,4,2,4,2,3,4,4,3,3,2,4,3,4,4,4,3,4,3,3,3,3.375
16195,1,2,0, ,2,1,4,4,4,4,5,4,5,5,4,4,5,3,5,4,5,5,5,1,5,5,5,5,2,4,5,5,2,5,2,4,1,5,5,5,5,5,5,4,5,5,3,5,5,3,3.181818182,3.333333333
16195,4,2,0, ,2,1,1,3,2,5,5,5,4,5,5,5,5,1,4,5,5,5,5,4,4,5,5,5,1,4,5,5,4,4,4,5,5,5,4,4,4,5,2,4,5,5,5,5,4,5,3.272727273,3.777777778
16211,1,0,0, ,2,2,2,3,4,3,4,5,4,3,2,4,1,1,4,4,3,3,4,3,5,5,5,5,4,2,4,2,4,4,4,4,4,4,4,2,4,3,1,3,2,4,1,3,3,4,3.818181818,3.555555556
16211,4,0,0, ,2,2,1,3,5,4,4,4,5,4,2,4,1,1,4,4,3,2,5,3,4,5,5,5,4,2,4,2,4,3,4,4,4,4,4,3,4,3,1,3,2,4,2,3,3,4,3.727272727,3.666666667
