ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,EMPQ_emotional,EMPQ_cognitive
6889,4,0,0, ,2,1,3,4,4,2,5,4,5,3,3,5,4,1,5,4,5,3,4,2,3,5,3,4,3,3,5,4,2,4,3,4,3,5,5,3,3,5,3,4,4,4,4,4,3,4,3.090909091,4.555555556
6891,1,0,0, ,2,2,5,1,5,1,5,4,4,1,5,5,5,1,5,2,2,5,5,2,4,5,4,4,2,2,5,5,1,4,1,5,3,5,5,5,3,5,1,5,2,5,1,5,2,4,4.090909091,4.333333333
6891,4,0,0, ,2,2,3,2,3,1,4,3,5,3,3,5,5,2,5,3,5,3,5,1,5,3,3,5,1,3,4,5,1,5,3,5,3,5,5,3,3,5,2,4,2,3,1,5,1,5,3.181818182,4.333333333
6899,1,0,0, ,1,1,2,1,3,5,3,3,5,4,3,5,5,4,3,4,3,4,5,3,5,5,2,2,1,1,4,3,2,4,3,5,1,5,4,5,5,4,4,4,1,3,4,5,2,5,3.545454545,4.555555556
6899,4,0,0, ,1,1,1,1,5,1,5,3,5,5,5,5,4,2,5,2,5,4,5,5,5,5,1,4,1,2,5,4,1,5,1,5,1,5,5,4,3,5,1,4,1,4,1,4,1,5,2.636363636,4.777777778
6901,4,0,0, ,1,1,2,3,3,1,3,3,5,4,4,4,4,2,2,2,4,4,5,3,4,4,2,5,3,2,2,4,2,3,2,4,1,4,4,3,4,5,3,3,3,4,4,5,5,2,3.363636364,4.333333333
6925,1,0,0, ,2,1,1,3,4,2,4,4,5,4,3,5,4,5,5,4,3,4,5,3,5,3,5,5,5,4,3,5,3,4,2,4,5,4,4,2,3,5,4,3,5,3,4,4,5,2,4.090909091,4.111111111
6927,1,0,0, ,1,1,1,3,4,3,3,4,4,4,4,3,3,1,3,4,2,3,4,3,3,3,5,3,4,3,4,2,3,2,3,3,4,4,3,2,3,4,4,3,2,3,5,4,3,3,2.272727273,3.111111111
6927,4,0,0, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.818181818,2.333333333
6929,1,2,0, ,2,2,2,3,4,3,3,4,3,2,3,4,4,1,4,4,3,3,5,3,3,5,3,4,2,3,5,4,4,2,4,4,4,4,4,4,3,4,2,3,2,5,2,4,2,4,2.545454545,3.555555556
6929,4,2,0, ,2,2,2,2,5,2,4,3,3,2,2,1,3,1,5,4,3,3,4,1,5,3,4,3,3,3,3,4,3,4,3,2,4,3,4,1,3,3,3,5,2,3,3,4,3,4,3.181818182,3.444444444
6933,1,0,0, ,2,2,5,1,3,1,3,3,3,4,2,5,5,3,4,4,2,3,3,2,4,5,1,5,4,2,3,2,1,3,3,3,5,2,3,2,2,5,5,3,2,4,3,4,3,1,3.181818182,4.444444444
6933,4,0,0, ,2,2,3,2,5,1,3,4,5,4,3,4,5,1,5,4,3,3,5,1,3,4,1,4,3,5,3,5,1,4,4,3,3,4,4,3,1,5,3,3,3,3,3,4,4,1,2.909090909,4.222222222
6937,1,0,0, ,2,2,4,2,4,1,4,4,5,1,3,4,4,3,4,4,3,3,5,1,3,5,2,5,3,4,4,5,1,4,1,5,3,4,3,4,4,3,4,4,4,4,2,2,4,4,3.363636364,3.333333333
6937,4,0,0, ,2,2,4,1,3,4,2,5,5,5,1,4,2,1,5,5,2,4,5,4,5,5,5,5,1,3,2,1,4,3,5,2,5,4,3,1,5,5,2,2,5,1,5,1,5,1,4.090909091,4.875
6951,1,0,0, ,2,3,5,2,3,2,4,3,4,5,2,5,3,2,4,5,3,3,4,2,5,4,2,4,4,2,3,4,4,3,4,5,4,4,3,1,4,4,4,4,4,4,3,4,5,4,4.454545455,4
6951,4,0,0, ,1,3,4,4,2,3,3,2,3,4,2,3,3,1,3,4,4,2,4,4,3,4,2,4,3,3,3,3,2,3,2,3,2,3,2,2,4,4,4,3,4,4,4,4,4,1,2.818181818,3.444444444
6965,1,0,0, ,1,2,3,2,3,2,4,5,5,4,4,5,3,2,5,4,5,3,4,5,3,4,3,2,4,3,3,4,2,4,2,2,3,4,2,3,2,4,2,4,1,4,1,5,5,1,3.545454545,3.888888889
6965,4,0,0, ,1,2,3,2,4,1,4,4,4,3,3,4,4,2,4,4,4,3,3,2,3,3,3,4,2,4,4,4,2,4,2,2,3,3,2,3,4,4,2,3,2,3,5,4,3,1,2.909090909,3.777777778
6969,1,0,0, ,2,3,4,2,4,3,3,5,4,2,4,4,3,2,3,4,3,3,4,2,5,3,5,4,2,2,3,3,2,4,4,4,5,4,4,2,4,4,3,4,5,4,2,4,2,3,4.181818182,4
6969,4,0,0, ,1,3,4,1,5,1,4,4,5,5,4,5,4,1,5,4,5,5,5,2,5,4,2,5,2,3,4,5,3,5,4,2,5,5,4,2,2,5,1,4,1,1,5,4,2,1,3.545454545,4.111111111
6971,1,0,0, ,2,3,5,3,4,1,5,4,4,3,4,5,4,3,4,4,5,5,4,3,4,5,2,3,4,3,5,4,2,3,2,2,1,4,5,2,3,5,2,3,2,4,5,4,2,1,3.818181818,4.444444444
6971,4,0,0, ,1,3,2,3,3,2,4,5,5,4,5,4,2,1,5,1,3,3,5,4,1,3,5,5,3,4,3,3,2,3,2,4,3,5,4,4,3,5,1,3,1,3,2,5,4,3,2.545454545,4.444444444
6975,1,0,0, ,2,2,3,3,4,3,3,3,4,4,4,4,5,3,4,4,4,4,5,3,4,4,3,4,2,2,3,4,2,4,4,3,4,4,4,3,3,4,3,4,4,3,4,4,2,2,3.727272727,3.555555556
6975,4,0,0, ,2,2,1,4,5,4,4,5,5,3,3,5,5,4,5,5,4,5,4,2,4,5,5,5,1,5,3,5,4,5,4,5,5,5,5,4,5,2,2,3,4,4,1,1,3,5,3.272727273,3.555555556
6983,1,0,0, ,1,3,4,4,4,3,4,3,4,1,4,4,2,2,4,4,4,4,3,1,4,4,2,3,2,2,4,4,4,4,4,3,3,4,4,4,2,4,2,3,5,3,3,4,3,3,3.090909091,4.555555556
6983,4,0,0, ,2,3,4,4,5,2,5,5,4,5,5,5,4,1,4,3,4,3,5,4,3,5,5,5,3,2,5,4,2,5,2,5,4,5,4,4,3,5,2,4,2,5,5,4,5,5,4.454545455,4.444444444
6985,1,0,0, ,2,1,3,4,1,1,5,1,4,5,1,5,4,3,5,5,4,5,3,3,5,5,3,5,2,2,3,5,3,3,3,5,4,4,4,1,3,4,4,3,5,5,2,5,1,4,3.272727273,4.555555556
6985,4,0,0, ,2,1,4,2,4,1,4,2,4,4,3,5,4,1,5,1,4,3,5,2,4,5,3,3,4,5,3,5,2,4,3,4,4,4,4,3,4,5,3,4,5,4,3,4,4,3,3.727272727,4.666666667
6995,1,0,0, ,2,2,3,1,4,1,3,4,5,2,3,3,3,1,4,5,2,3,2,2,5,2,2,4,1,2,4,3,1,3,2,4,2,4,4,1,3,5,4,3,1,3,3,4,3,2,4.454545455,4.555555556
6995,4,0,0, ,2,2,3,1,5,1,3,2,5,1,2,3,4,2,5,4,4,2,4,1,4,3,3,4,2,2,3,4,1,4,4,4,4,4,4,3,2,5,3,3,4,3,2,4,3,3,3.909090909,4.111111111
7003,1,0,0, ,2,2,2,2,4,1,4,5,5,2,1,5,5,2,5,4,4,5,3,4,5,5,2,4,3,3,4,4,1,3,2,4,5,5,4,1,4,5,5,5,1,3,5,5,3,3,3.818181818,5
7037,1,0,0, ,1,3,4,2,4,2,4,4,5,1,3,4,4,1,5,5,5,4,5,2,4,5,3,3,1,1,4,3,2,5,4,5,4,4,5,3,3,4,2,4,2,5,4,4,1,5,4,4.333333333
7037,4,0,0, ,2,3,4,2,5,1,5,3,5,3,4,5,5,2,5,4,5,5,4,3,2,4,2,3,2,4,5,5,1,5,1,5,2,4,5,4,2,5,3,5,3,3,1,4,5,5,3.272727273,4.666666667
7039,4,0,0, ,1,1,4,4,4,1,5,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,4,4,4,3,3,4,3,4,3,4,3,4,4,4,3.454545455,3.888888889
7045,1,0,0, ,2,2,4,3,4,1,4,4,4,2,3,3,4,3,4,4,3,3,4,2,4,3,3,4,3,4,3,4,2,4,3,4,3,4,4,2,4,4,3,3,3,3,3,5,3,3,3.636363636,4
7045,4,0,0, ,2,2,2,4,5,1,2,4,3,3,3,3,4,4,4,3,3,3,2,2,3,2,4,4,4,2,2,4,2,4,3,2,4,4,3,3,3,4,4,4,5,3,4,3,3,2,4.181818182,3.555555556
7051,1,0,0, ,2,3,2,3,2,2,2,2,3,4,3,4,4,4,3,4,3,3,2,5,3,2,2,4,5,2,2,4,3,2,4,3,4,3,2,3,2,3,4,3,4,4,4,4,4,1,3.090909091,3.333333333
7051,4,0,0, ,1,3,2,3,4,1,5,4,4,2,4,5,5,2,5,5,4,4,5,5,5,5,2,5,4,3,4,5,2,4,2,5,2,5,4,4,1,5,2,4,4,4,5,5,5,5,3.909090909,4.777777778
7071,1,0,0, ,2,3,4,3,3,1,5,4,4,5,4,4,5,2,5,3,4,4,5,5,3,4,4,4,4,3,5,4,2,4,2,4,3,4,4,3,4,4,2,3,1,4,3,5,4,3,3.727272727,4.555555556
7071,4,0,0, ,1,3,4,4,4,2,4,3,5,4,2,5,4,3,4,4,3,2,2,5,1,5,3,5,4,4,4,5,2,3,4,5,4,3,4,4,4,4,2,4,4,5,3,4,5,4,2.818181818,4.555555556
7075,4,0,0, ,1, ,3,2,4,2,3,4,3,3,3,3,4,2,4,3,4,2,3,2,4,3,2,4,2,3,2,3,2,3,2,3,2,3,4,3,3,4,2,3,4,3,4,4,3,3,2.636363636,3.666666667
7081,1,0,0, ,2,1,3,2,5,2,5,3,5,4,3,5,3,2,5,4,5,3,4,1,3,5,4,4,2,2,5,2,3,3,2,4,4,4,4,4,2,4,3,5,1,4,1,4,2,5,4.090909091,4.777777778
7081,4,0,0, ,2,1,5,3,3,2,4,1,4,3,3,5,4,2,5,4,4,4,3,3,4,5,2,4,4,3,4,5,3,3,4,4,4,4,4,3,2,3,2,4,4,4,2,4,3,5,3.818181818,4
7089,1,0,0, ,1,2,5,3,5,1,5,4,5,3,4,5,5,1,5,3,5,5,2,3,2,5,1,2,3,3,5,5,1,5,2,3,2,5,5,4,1,5,3,3,1,5,5,4,3,5,3.909090909,5
7089,4,0,0, ,1,2,2,1,5,1,5,3,4,2,3,5,3,1,3,2,5,4,4,1,2,4,4,4,2,4,4,5,1,4,1,1,4,3,5,4,2,4,2,3,1,3,3,4,1,1,3,3.777777778
7091,1,0,0, ,1,1,4,4,5,1,5,4,3,4,4,4,5,3,4,2,5,4,4,1,3,5,2,4,2,4,5,5,4,5,3,5,2,4,4,4,2,4,4,5,4,4,2,5,2,5,2.545454545,4.333333333
7091,4,0,0, ,1,1,2,2,5,1,5,4,5,2,5,5,4,1,4,1,5,3,2,1,4,4,4,4,1,4,5,4,2,5,3,4,4,4,5,5,4,5,2,5,1,4,4,4,1,5,2.727272727,4
7093,1,0,0, ,2,3,3,1,5,3,4,4,5,4,2,3,5,2,4,3,5,3,5,1,4,4,2,5,2,3,5,4,2,3,2,4,4,3,3,3,2,3,4,5,3,4,4,4,1,3,4,4.25
7093,4,0,0, ,1,3,4,3,4,1,3,3,4,3,4,4,5,3,4,4,5,4,3,1,3,3,2,4,2,5,4,5,2,5,2,2,2,4,4,4,4,5,3,3,4,3,4,4,2,2,3.090909091,4.111111111
7095,1,0,0, ,1,3,4,2,4,1,4,4,4,2,4,5,4,2,5,4,4,4,4,2,3,4,3,5,3,4,5,3,2,5,2,4,3,4,5,4,3,5,4,4,2,4,4,4,2,4,3.636363636,4.222222222
7095,4,0,0, ,2,3,4,1,4,1,4,4,5,1,2,4,5,2,5,4,4,4,5,2,3,4,2,4,2,2,3,4,1,4,3,4,4,5,4,3,3,5,4,4,2,4,4,5,1,3,3.818181818,4.555555556
7099,1,0,0, ,1,3,3,2,4,1,4,4,4,4,4,3,4,2,4,3,4,3,3,4,3,4,4,3,2,4,4,3,1,4,1,3,2,4,4,4,3,4,2,4,2,4,2,3,2,3,2.636363636,3.777777778
7099,4,0,0, ,2,3,5,2,4,3,3,3,4,4,3,2,4,1,5,3,3,3,3,1,5,4,4,4,4,4,4,4,3,5,4,4,4,4,4,3,3,5,3,4,4,3,3,4,1,3,3.636363636,3.666666667
7125,4,0,0, ,1,2,2,1,5,1,5,5,5,2,5,5,4,1,5,1,5,5,5,2,2,5,5,4,1,4,5,5,1,5,1,5,4,5,5,5,2,5,1,5,1,5,1,5,1,5,3.363636364,4.888888889
7127,1,0,0, ,1,3,3,2,4,1,4,3,4,2,3,4,3,2,4,3,3,3,4,3,4,5,2,4,3,4,4,4,2,4,3,3,2,4,4,2,4,5,3,3,5,4,3,3,5,3,4.090909091,4.444444444
7127,4,0,0, ,2,3,5,4,4,2,2,1,3,5,2,5,5,3,4,1,2,5,1,2,4,5,1,4,5,5,4,5,1,4,2,5,1,2,4,1,3,5,5,4,3,5,5,4,5,1,2.454545455,4.111111111
7137,1,0,0, ,1,3,3,2,4,1,3,2,4,3,3,2,4,1,4,5,2,3,2,2,1,3,3,3,4,4,2,4,2,4,2,3,3,3,2,3,4,4,2,3,1,3,1,3,1,1,2.363636364,4.222222222
7139,1,0,0, ,2,2,5,3,2,2,2,2,4,2,2,4,2,1,5,5,4,2,4,2,5,2,2,4,3,2,3,4,2,3,4,5,4,3,3,2,4,3,3,3,4,2,2,3,4,2,3.363636364,3
7153,1,0,0, ,2,3,3,2,4,1,4,2,4,3,5,4,4,1,5,3,4,4,3,2,2,4,2,4,2,3,5,5,2,4,1,4,2,3,4,5,4,4,2,4,3,4,3,4,1,4,3.090909091,4.555555556
7153,4,0,0, ,1,3,3,2,5,1,4,5,5,3,2,5,3,1,5,4,4,4,3,3,3,5,4,4,3,4,4,5,3,5,3,5,4,4,5,5,3,4,3,5,4,4,1,4,1,5,2.181818182,4.444444444
7161,1,0,0, ,2,2,4,4,3,5,4,4,5,4,2,3,5,4,4,4,3,3,2,5,4,4,3,4,4,1,3,3,4,2,5,3,3,3,3,2,3,3,4,3,5,3,4,2,4,4,4,3.888888889
7161,4,0,0, ,2,2,4,4,4,1,4,3,5,4,2,5,3,1,5,4,4,3,4,5,4,4,4,5,4,2,4,4,2,3,2,4,5,5,4,2,4,4,2,2,4,4,1,4,2,4,4.090909091,4.444444444
7165,1,0,0, ,1,3,2,1,3,1,4,4,4,5,4,5,5,2,4,2,4,3,4,2,3,2,1,3,1,4,4,5,1,4,1,2,1,4,5,5,1,5,3,3,2,3,5,5,2,2,3.545454545,4.444444444
7165,4,0,0, ,2,3,3,4,4,1,5,3,4,4,5,4,4,2,5,3,4,3,4,2,5,5,3,3,2,5,4,5,1,4,2,3,2,5,4,5,2,4,4,4,4,5,2,5,4,4,3.818181818,5
7167,1,0,0, ,1,3,3,2,4,1,4,3,4,3,4,5,4,1,4,3,5,4,4,3,5,5,3,4,3,3,4,5,2,5,3,3,4,4,4,3,3,5,4,3,3,4,3,4,3,2,3.727272727,4
7171,1,0,0, ,1,1,5,2,2,3,3,2,5,2,2,4,4,3,4,4,4,4,4,5,2,4,1,4,2,4,4,3,2,1,5,3,3,5,2,3,4,5,4,2,5,2,2,3,2,4,2.636363636,3.555555556
7171,4,0,0, ,1,1,5,1,4,1,4,5,5,5,4,5,5,1,5,5,4,4,5,5,1,5,1,5,4,3,3,3,2,2,3,4,4,5,4,3,4,5,3,4,4,4,5,5,5,3,2.454545455,3.888888889
7175,4,0,0, ,1,1,4,4,3,1,5,4,1,3,5,5,5,1,5,2,5,5,5,2,4,5,4,3,2,4,5,4,1,4,2,5,2,4,4,4,5,5,2,3,2,5,4,4,3,4,2.818181818,4.777777778
7177,1,0,0, ,2,3,5,3,5,1,4,4,5,5,3,5,5,3,4,2,4,3,3,2,3,4,1,3,1,3,3,5,1,5,3,5,3,3,3,3,1,5,3,2,3,3,1,4,3,4,2.545454545,3.777777778
7177,4,0,0, ,1,3,4,2,2,1,4,3,5,5,2,3,5,5,3,2,4,4,4,5,2,4,1,4,4,4,4,5,1,4,3,3,1,4,4,3,2,5,5,3,3,5,4,5,5,5,3.363636364,4.222222222
7183,1,0,0, ,2,2,3,2,4,3,4,2,4,3,2,4,3,3,4,4,2,4,1,2,4,3,3,5,3,2,4,4,4,4,5,2,4,5,4,3,3,2,5,3,5,2,4,3,2,2,4.363636364,3.444444444
7183,4,0,0, ,2,2,5,2,2,1,4,3,5,3,2,4,3,1,4,4,3,3,5,3,4,4,1,4,4,2,4,4,1,2,2,4,1,5,4,2,3,4,2,4,2,3,2,4,3,3,3.545454545,4.333333333
7185,1,0,0, ,1,2,3,2,4,1,4,5,5,3,3,5,4,1,5,3,4,3,5,1,3,4,2,4,1,3,4,4,1,5,1,5,3,5,4,3,4,5,1,4,1,4,3,5,2,4,3.727272727,4.111111111
7197,4,0,0, ,1,2,2,3,4,1,4,3,4,4,5,5,5,1,5,5,4,3,5,4,4,5,2,5,1,2,5,3,5,4,4,5,4,3,4,5,3,5,4,4,3,5,5,5,4,5,3.909090909,4.333333333
7219,1,0,0, ,2,2,5,2,4,1,3,1,4,5,2,5,5,3,4,5,3,4,3,2,4,5,1,4,2,3,3,4,1,4,1,2,3,5,4,4,3,5,3,4,3,4,4,5,1,3,3.636363636,4.333333333
7231,1,0,0, ,1,3,4,5,4,1,5,1,5,5,1,5,5,1,5,5,5,5,1,5,1,1,1,2,1,5,5,5,1,5,1,1,5,1,5,1,1,1,5,5,5,5,1,1,5,1,2.181818182,3
7231,4,0,0, ,2,3,3,5,2,2,4,1,5,4,1,5,3,3,2,5,3,1,5,4,5,5,2,5,4,2,3,1,4,5,4,5,2,4,3,1,4,3,5,3,2,5,4,5,4,3,3.636363636,2.888888889
7241,4,0,0, ,1,2,2,4,1,2,3,3,3,2,4,3,4,1,3,4,2,3,3,5,4,4,4,3,4,1,3,4,1,4,4,1, ,3,4,3,2,4,1,3,2,2,5,4,2,1,3.2,3.714285714
7245,1,0,0, ,2,2,5,4,2,3,3,3,3,4,2,4,4,3,4,3,2,3,2,4,2,4,4,4,5,1,3,2,5,2,5,2,4,2,2,2,3,3,4,3,5,3,3,1,4,3,3.363636364,4.25
7245,4,0,0, ,2,2,4,4,5,2,4,5,5,5,1,5,3,2,4,5,2,5,5,1,5,5,4,5,3,1,4,4,4,4,4,5,5,4,4,2,4,4,4,4,4,4,4,4,4,5,3.818181818,4
7249,1,0,0, ,1,2,4,2,4,2,3,2,4,4,2,4,4,2,4,3,3,2,3,2,4,3,2,3,2,3,3,4,2,3,4,2,4,3,4,2,4,4,2,2,4,2,4,4,3,2,2.909090909,3
7253,1,2,0, ,2,2,5,3,5,1,4,5,5,4,4,5,5,1,4,5,4,3,5,2,3,5,5,5,4,4,4,4,2,3,3,5,5,4,3,3,4,3,1,4,3,4,2,4,4,4,4.363636364,4.555555556
7253,4,2,0, ,2,2,5,3,5,2,5,2,5,4,4,5,3,3,4,4,4,3,2,1,4,4,2,4,1,4,4,5,4,5,2,5,2,5,4,3,4,4,3,2, ,4,2,4,1,4,3.727272727,4
7273,4,0,0, ,2,2,3,3,4,1,4,5,5,2,5,4,4,2,5,3,4,4,4,1,5,4,4,5,3,3,4,4,5,4,4,5,5,4,5,5,4,4,3,4,2,3,3,4,2,4,3.909090909,3.888888889
7289,1,0,0, ,2,1,4,3,4,3,3,4,5,4,3,3,3,1,5,5,5,3,4,2,3,3,4,4,3,2,3,3,4,4,5,3,5,5,4,3,3,4,2,2,3,5,3,4,3,4,4.181818182,4.777777778
7289,4,0,0, ,2,1,5,4,4,3,4,4,4,4,4,4,4,2,5,4,5,3,4,3,4,5,4,4,3,3,3,4,4,4,3,3,4,4,4,3,5,4,2,3,3,4,3,3,2,4,3.909090909,4.555555556
7291,1,0,0, ,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7293,4,0,0, ,2,1,5,1,5,1,3,3,4,2,4,4,4,2,4,2,3,4,3,2,2,4,1,4,2,5,3,5,1,4,2,3,2,3,3,4,4,5,2,3,4,2,2,4,4,3,3.090909091,4.333333333
7301,1,0,0, ,1,2,4,4,5,2,4,3,4,2,4,5,5,3,2,4,3,4,3,1,3,4,3,4,2,4,5,4,2,5,3,3,4,4,3,2,2,4,2,2,3,5,2,4,3,5,3.909090909,3.888888889
7301,4,0,0, ,1,2,3,4,5,2,4,5,4,4,2,4,4,2,5,5,4,4,3,2,5,2,3,3,2,4,3,5,2,5,4,1,5,3,4,3,3,5,3,3,2,4,4,4,4,3,3.636363636,3.555555556
7303,1,0,0, ,1,3,4,2,4,1,5,3,5,2,4,5,5,1,5,4,4,4,5,2,3,5,2,4,2,4,5,4,1,4,2,4,1,4,4,4,3,5,4,5,5,5,3,5,4,3,3,4.222222222
7303,4,0,0, ,2,3,4,4,5,3,4,4,4,2,1,3,2,2,5,5,4,3,4,2,5,4,3,2,3,2,4,5,4,5,4,4,4,4,3,1,4,2,3,3,5,2,3,2,2,4,4,4.444444444
7305,1,0,0, ,2,2,4,3,4,1,5,2,3,5,4,5,5,2,3,5,3,5,5,3,3,4,1,2,2,3,3,5,4,3,4,4,2,2,4,4,4,4,3,3,3,5,4,4,5,5,3.727272727,4
7305,4,0,0, ,2,2,4,3,3,2,2,5,4,5,3,5,4,3,5,3,2,5,4,3,2,4,2,2,4,5,4,3,5,2,4,4,5,4,4,4,1,4,3,3,3,3,2,3,4,3,3,4.333333333
7307,1,0,0, ,1,3,4,1,5,1,4,5,5,1,5,5,4,1,5,1,5,4,5,1,1,5,4,5,1,5,5,5,1,5,1,4,3,5,5,5,2,5,1,5,1,5,3,5,1,5,2.454545455,4.222222222
7307,4,0,0, ,2,3,3,1,5,1,5,4,5,1,5,5,5,1,5,4,5,5,5,1,4,5,4,5,1,3,1,4,1,5,1,5,4,5,5,5,2,5,3,5,3,5,1,5,1,5,4.181818182,4.777777778
7313,1,0,0, ,2,1,3,2,3,3,2,1,4,3,2,5,5,3,4,4,3,3,5,4,5,4,1,4,5,1,2,4,3,3,4,4,4,4,3,2,3,5,4,4,3,3,4,4,5,4,3.272727273,4.111111111
7313,4,0,0, ,2,1,3,2,4,1,5,2,5,4,2,5,5,3,5,4,4,5,5,2,5,4,2,4,3,1,4,4,1,4,2,4,4,5,4,2,2,5,2,4,3,4,4,4,4,2,4.545454545,4.777777778
7315,1,0,0, ,2,3,3,4,5,3,3,3,4,4,2,4,4,1,5,5,3,3,5,3,5,3,4,4,4,3,3,4,4,4,4,3,4,5,5,2,4,4,5,5,4,3,2,2,3,3,3.363636364,5
7315,4,0,0, ,1,3,5,4,3,1,4,3,3,4,3,5,5,3,5,4,4,5,4,3,4,4,2,4,3,3,4,4,2,5,3,4,3,3,4,3,3,5,5,4,3,5,2,5,3,4,2.818181818,3.333333333
7321,1,0,0, ,1,3,5,4,4,3,5,3,4, ,2,5,5,3,4,5,5,2,2,4,5,5,3,2,4,4,4,4,4,3,4,4,4,3,4,4,1,2,3,4,4,5,2, ,4,4,2.818181818,3.333333333
7321,4,0,0, ,2,3,4,3,4,4,3,5,5,2,1,5,2,4,5,5,5,5,3,3,5,3,2,5,3,1,3,4,4,3,5,5,1,5,4,1,4,5,4,3,5,3,3,4,4,5,4.727272727,4.666666667
7325,1,0,0, ,2,3,4,4,4,3,5,2,4,4,2,5,4,5,5,5,3,4,1,5,5,5,1,2,3,1,5,5,5,4,2,5,2,4,3,1,2,5,4,2,5,5,1,2,2,3,4.727272727,4.222222222
7325,4,0,0, ,1,3,3,4,4,3,3,4,5,1,1,5,3,3,5,5,3,3,3,1,5,4,2,4,1,1,3,5,2,5,3,3,2,5,4,1,3,3,2,4,5,3,3,4,1,4,3.181818182,4.555555556
7329,1,0,0, ,1,2,4,3,4,2,4,3,4,2,3,4,4,2,5,4,4,3,3,4,4,4,2,3,4,3,4,4,2,4,2,4,4,4,4,4,3,4,4,3,4,4,3,4,5,3,3.090909091,4.222222222
7329,4,0,0, ,1,2,4,5,4,3,3,3,3,2,3,5,4,2, ,4,5,4,1,3,5,5,4,4,4,2,3,5,4,4,4,5,3,3,4,2,4,3,3,3,4,3,4,1,4,4,4.545454545,4
7331,1,0,0, ,1,1,2,1,3,1,4,4,1,2,3,4,4,2,5,3,3,3,4,2,3,4,3,4,1,4,4,4,2,3,2,4,1,5,3,4,3,1,1,3,2,3,2,4,3,3,3.272727273,4.111111111
7331,4,0,0, ,1,1,3,2,3,2,3,3,4,3,3,3,3,2,4,3,3,3,4,2,3,3,2,3,3,2,3,3,1,3,2,3,2,5,4,3,4,5,1,3,3,3,2,4,2,4,2.909090909,3.625
7333,1,0,0, ,2,3,4,1,4,1,5,4,4,4,2,4,5,2,5,4,2,4,3,4,4,4,2,3,2,3,3,4,2,5,2,3,3,4,4,3,2,5,4,4,1,3,1,4,3,4,3.454545455,4.666666667
7333,4,0,0, ,1,3,1,1,4,1,5,3,5,4,5,5,5,1,4,4,4,5,4,1,5,5,3,4,1,5,5,4,1,4,5,4,2,4,4,5,4,5,2,4,2,5,2,4,3,1,3.909090909,4
7337,1,0,0, ,2,2,4,1,5,1,4,3,5,2,3,4,4,2,5,4,4,4,4,2,3,5,3,4,2,2,3,4,1,4,1,4,2,5,4,3,3,5,2,4,3,3,2,4,3,4,4.545454545,4.333333333
7337,4,0,0, ,2,2,1,1,4,1,3,4,5,2,4,4,4,1,5,4,3,3,5,3,5,5,4,3,2,2,4,2,1,4,3,4,4,5,5,3,5,5,2,4,3,3,4,4,3,4,3.909090909,3.444444444
7355,1,0,0, ,2,2,2,1,2,2,5,4,4,3,4,3,4,2,3,3,4,2,4,3,4,5,4,4,3,3,5,3,2,2,3,4,4,3,3,2,3,4,2,3,3,4,1,4,3,5,3.909090909,3.777777778
7355,4,0,0, ,2,2,4,2,5,1,5,1,5,5,4,5,5,2,5,4,5,4,4,2,2,5,1,5,2,2,5,4,2,5,4,5,1,4,5,4,3,5,4,5,3,5,2,5,2,5,4.272727273,5
7357,1,0,0, ,1,1,5,4,5,4,4,1,5,4,4,5,5,1,5,5,4,3,5,2,5,5,1,4,1,1,4,5,5,5,4,5,1,5,3,1,1,1,3,5,4,5,2,1,4,4,3.909090909,4.444444444
7357,4,0,0, ,1,1,4,2,4,2,4,2,5,4,3,5,4,2,4,3,4,3,4,2,4,4,2,3,1,1,4,3,2,5,2,5,3,4,4,3,2,3,3,3,3,4,2,4,3,4,3.636363636,3.777777778
7359,1,0,0, ,2,2,2,1,5,1,5,5,5,1,4,4,4,1,5,5,5,5,5,1,5,4,4,4,2,3,4,5,1,4,2,4,4,5,5,2,3,5,1,4,2,3,1,4,2,4,3.818181818,4.888888889
7359,4,0,0, ,2,2,4,4,4,2,5,5,4,4,2,5,4,5,5,5,4,2,2,2,4,4,2,4,3,3,5,5,4,2,4,5,2,5,4,1,1,5,3,3,4,5,1,2,3,5,3.818181818,4.666666667
