ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,EMPQ_emotional,EMPQ_cognitive
171,4,0,0, ,2,2,3,1,3,4,4,3,4,3,4,5,4,1,4,4,5,3,3,3,3,5,3,3,3,3,4,3,4,4,4,3,5,5,5,3,2,4,3,3,1,4,1,3,4,5,3.181818182,3.777777778
175,1,1,0, ,1,1,4,2,5,1,4,3,5,4,2,4,5,1,4,4,5,5,5,1,4,5,1,4,2,2,4,3,1,2,4,5,4,5,5,2,2,5,4,5,4,5,1,5,5,3,3.727272727,3.333333333
175,4,1,0, ,1,1,3,3,4,4,4,2,3,4,2,4,4,4,4,3,5,4,4,3,4,4,3,4,2,3,4,4,4,2,3,5,3,4,4,4,5,5,3,3,4,3,4,4,4,5,2.7,3
178,1,1,0, ,1,2,3,4,3,2,3,2,4,5,1,4,5,3,4,4,3,4,5,4,4,2,2,3,4,4,2,4,4,2,2,1,3,4,3,3,3,4,4,3,3,3,4,4,5,3,3.818181818,3.888888889
178,4,1,0, ,1,2,3,3,5,1,3,5,5,3,1,2,4,1,4,5,5,3,4,2,4,3,3,4,3,4,3,5,4,4,4,2,4,5,4,2,4,5,3,4,2,2,5,3,4,1,3.363636364,4
184,1,1,0, ,2,2,4,4,5,1,4,3,4,1,2,4,4,2,4,1,4,4,2,1,3,3,1,4,2,4,4,5,1,5,2,4,2,3,5,2,1,4,2,5,5,2,5,1,2,2,3.272727273,4.333333333
195,1,0,0, ,1,3,3,3,2,2,4,2,4,3,2,4,4,2,4,4,3,1,2,4,2,4,4,2,3,1,4,4,4,2,4,4,2,3,2,4,4,4,2,2,5,3,4,1,4,1,2,3.333333333
195,4,0,0, ,2,3,5,2,3,2,4,2,5,4,4,5,4,3,5,4,4,2,5,1,2,5,4,5,4,2,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3,4,2,4,4,3,3.545454545,3.777777778
201,1,2,0, ,2,2,4,2,4,1,3,3, ,2,3,3,4,2,4,3,4,4,3,2,4,3,2,4,1,2,3,2,1,3,2,3,3,3,3,2,1,5,1,3,2,3,2,4,2,4,3.5,3.625
201,4,2,0, ,2,2,4,3,3,1,4,2,4,3,4,4,4,3,4,1.5,4,3,4,3,1,4,2,4,1.5,3,3,4,2,3,3,4,3,4,4,4,3,4,3,4,3,4,3,4,2,3,3.4,4
207,1,2,0, ,2,2,4,2,4,1,4,2,3,2,3,4,5,1,4,5,4,4,4,1,3,5,2,3,1,2,4,4,1,5,2,5,2,4,4,3,3,5,5,5,4,4,2,5,3,3,3.545454545,3.777777778
207,4,2,0, ,2,2,1,2,3,2,5,5,5,1,5,5,2,1,3,2,3,4,4,3,2,5,4,3,2,5,5,4,4,5,3,5,3,5,4,5,3,2,1,3,1,5,1,3,5,5,3.454545455,4.777777778
209,1,0,0, ,2,2,5,4,4,3,4,3,4,2,4,5,4,3,5,5,3,3,4,5,4,5,2,2,2,2,4,5,4,5,4,3,4,3,4,5,2,3,2,2,3,4,2,4,3,4,3.909090909,4
209,4,0,0, ,2,2,2,4,4,1,5,4,4,3,2,4,3,3,4,5,3,3,2,1,3,5,4,3,1,5,5,5,4,5,4,5,3,3,4,2,3,3,3,4,5,5, ,2,2,5,4.181818182,4.777777778
210,1,0,0, ,2,2,3,1,3,1,5,1,5,2,4,4,2,1,3,4,4,3,4,2,4,5,4,3,4,3,5,4,1,3,2,4,5,5,3,2,4,5,1,2,3,4,1,5,3,4,4.272727273,4.111111111
210,4,0,0, ,2,2,4,2,3,2,3,4,5,1,3,5,4,2,3,5,1,5,4,1,5,4,3,5,5,2,5,3,4,4,2,5,5,5,2,2,2,5,3,1,4,3,1,5,5,5,4.181818182,4
217,1,0,0, ,1,2,4,4,4,2,4,4,4,4,4,4,4,2,4,3,4,3,4,3,3,4,3,4,2,3,4,4,3,3,2,4,3,4,4,3,3,4,3,3,2,4,4,4,3,3,3,3.222222222
217,4,0,0, ,1,2,4,4,4,2,5,3,4,4,3,4,5,3,4,4,3,4,3,4,4,5,2,4,4,2,5,3,2,4,3,3,2,3,3,2,4,5,4,4,4,4,1,5,4,5,3.181818182,3.777777778
225,1,0,0, ,1,2,4,2,4,1,4,4,4,4,3,5,5,2,4,4,3,4,4,2,4,4,2,3,2,2,4,4,2,4,4,4,3,4,4,2,4,4,4,3,2,3,2,4,2,3,3.727272727,3.888888889
225,4,0,0, ,1,2,2,1,3,1,5,4,5,4,5,5,5,1,4,3,4,3,5,5,4,5,4,5,3,2,5,5,1,3,3,5,3,5,4,4,3,5,2,5,4,5,1,5,4,5,3.909090909,4.111111111
228,1,2,0, ,2,1,4,5,5,1,2,3,1,2,4,5,5,4,5,3,3,1,5,3,3,2,1,4,2,2,1,3,5,4,1,5,4,4,4,3,1,5,4,2,4,5,4, ,2,1,2.090909091,5
228,4,2,0, ,2,1,4,2,5,1,2,3,4,3,2,3,4,1,4,4,3,3,4,2,3,2,2,3,2,4,3,4,1,3,5,3,3,4,4,2,2,5,2,4,2,3,2,4,2,2,2.8,4
230,1,0,0, ,2,3,3,3,4,2,4,3,4,2,2,5,4,3,4,3,4,5,3,3,4,4,2,3,3,3,3,5,3,5,3,5,3,3,4,3,2,5,4,4,3,4,1,2,3,5,3.363636364,3.5
230,4,0,0, ,1,3,3,2,3,2,4,1,3,3,3,4,4,3,4,3,4,3,3,4,3,4,2,4,4,3,4,3,2,3,3,2,2,3,3,3,4,3,2,3,2,3,3,3,4,2,2.454545455,3.222222222
232,1,2,0, ,1,2,5,3,4,2,4,2,4,3,2,5,5,3,4,5,4,5,5,3,5,3,1,4,3,2,2,3,2,2,3,3,3,5,4,2,3,5,5,2,5,4,3,5,4,5,3.545454545,3.888888889
232,4,2,0, ,1,2,2,4,5,3,4,4,3,2,4,4,3,2,5,4,5,3,3,2,5,5,4,3,3,3,4,4,3,4,3,3,3,3,5,4,4,4,3,4,3,4,4,4,3,4,3,3.666666667
241,1,0,0, ,2,3,5,5,3,1,5,4,5,2,4,3,5,1,5,5,5,4,4,5,4,5,2,2,2,2,4,4,1,3,4,2,5,5,5,4,1,3,1,4,1,4,1,4,2,5,3.727272727,4.111111111
241,4,0,0, ,1,3,3,2,4,1,5,4,5,4,4,5,4,1,5,4,4,4,5,4,3,5,2,4,3,3,4,4,2,3,1,4,3,4,4,3,2,5,1,3,1,3,1,5,4,4,3.727272727,4.444444444
242,1,0,0, ,1,2,5,4,5,1,4,3,5,2,5,5,5,4,5,3,5,5,4,1,4,3,1,4,1,5,2,5,5,5,4,3,4,4,5,5,1,5,4,5,4,5,1,5,2,1,2.727272727,4
242,4,0,0, ,1,2,4,3,2,3,5,4,4,4,5,5,3,1,3,3,4,4,5,5,1,5,3, ,4,2,5,4,4,3,4,5,3,5,5,5,5,3,2,3,3,5,2,5,5,5,3,3.888888889
244,1,0,0, ,2,3,5,2,2,3,4,2,5,2,1,4,5,3,5,5,3,5,4,3,5,5,3,4,3,2,2,5,4,3,4,4,2,5,3,1,4,5,3,4,5,3,2,4,4,1,3.363636364,3.777777778
244,4,0,0, ,1,3,3,2, ,1,4,3,4,4,3,5,5,2,4,3,5,5,4,3,3,4,2,4,3,3,3,4,2,3,2,3,2,4,4,3,2,5,1,4,4,3,3,4,5,4,3.090909091,3.222222222
248,1,0,0, ,2,3,5,2,3,1,3,2,5,2,2,4,5,2,5,3,3,4,5,3,4,3,2,4,3,2,3,3,2,4,2,4,2,4,4,2,3,5,2,4,3,3,2,4,3,3,4.090909091,3.888888889
248,4,0,0, ,1,3,5,4,2,2,2,1,5,4,2,5,4,4,4,4,4,4,5,5,4,5,1,4,5,2,5,2,1,2,5,5, ,4,4,2,4,5,1,2,5,4,5,4,5,5,3.909090909,3.888888889
250,4,0,0, ,2,3,5,3,3,3,3,2,4,4,3,4,5,3,3,3,4,3,2,5,3,5,2,3,5,3,4,4,4,3,4,3,5,4,3,4,3,4,4,2,5,3,4,2,4,5,4.181818182,3.888888889
252,1,0,0, ,2,1,4,2,5,1,4,4,4,2,3,5,4,2,5,3,4,5,3,1,3,5,1,4,2,1,4,5,1,5,2,4,1,4,4,3,4,4,3,5,2,4,1,4,2,4,3.909090909,4.777777778
252,4,0,0, ,2,1,4,4,4,2,3,2,2,4,1,5,5,2,5,5,3,4,5,5,5,5,1,3,4,1,4,3,1,4,3,4,2,4,3,1,2,4,4,3,4,4,1,5,3,5,3.818181818,4.333333333
257,1,0,0, ,1,3,5,4,2,2,4,3,4,4,3,5,4,3,3,4,3,4,2,5,4,5,3,2,5,2,3,5,3,3,3,3,2,3,3,3,2,3,3,3,4,4,2,4,4,2,3.727272727,3.333333333
257,4,0,0, ,2,3,4,2,3,2,5,3,4,2,3,4,4,2,4,2,4,4,4,2,4,3,2,3,3,3,2,4,3,3,3,3,3,4,4,2,3,4,3,3,3,3,3,4,3,3,3.090909091,3.666666667
259,1,0,0, ,2,1,3,2,3,1,4,3,5,2,3,3,5,1,4,2,2,3,4,4,3,3,2,4,3,2,3,3,2,3,2,4,2,4,3,3,4,5,2,5,3,3,2,4,3,4,4.363636364,4.555555556
259,4,0,0, ,2,1,4,4,4,3,4,3,4,3,3,4,5,1,4,1,4,4,4,3,4,4,2,3,3,2,3,4,2,3,3,3,2,4,4,1,4,4,3,3,3,4,4,4,3,4,4,4.111111111
261,1,0,0, ,2,2,4,4,4,1,5,1,5,4,3,5,5,1,5,4,5,4,3,4,4,4,1,2,1,4,4,5,2,5,1,5,2,5,5,1,3,4,2,4,3,4,5,4,5,4,2.818181818,4
261,4,0,0, ,2,2,3,1,4,3,4,3,5,4,2,5,5,1,5,5,2,5,5,1,5,5,3,5,2,1,4,4,1,4,3,4,2,5,5,1,3,5,3,4,1,5,3,4,3,5,4.454545455,4.444444444
262,1,0,0, ,1,3,2,2,3,2,4,4,4,2,4,4,4,2,4,2,4,4,4,2,2,4,4,4,2,4,4,2,2,4,4,4,3,4,4,4,4,4,3,4,2,3,3,4,2,3,2.727272727,3.444444444
262,4,0,0, ,2,3,5,1,5,1,5,2,4,4,5,4,3,1,5,3,4,4,5,3,3,5,3,4,2,3,3,4,3,5,3,4,3,4,5,3,3,5,2,4,4,3,3,4,2,3,3.909090909,4.444444444
264,1,0,0, ,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,2,3,3,4,3,4,1,2.909090909,3.111111111
264,4,0,0, ,2,2,5,2,3,2,2,5,4,2,2,4,5,1,5,5,2,3,5,4,5,5,4,5,5,3,2,1,2,2,4,2,4,5,4,2,5,5,4,3,4,2,1,4,4,4,3.090909091,4.444444444
265,1,0,0, ,2,3,4,3,5,1,5,4,5,2,5,5,4,1,5,3,5,3,4,1,2,3,2,4,2,4,5,4,4,5,2,4,4,4,5,4,3,5,2,5,4,4,2,5,1,3,3.181818182,4.666666667
266,1,0,0, ,2,3,5,2,3,1,5,4,4,4,5,4,4,3,4,1,2,4,4,4,3,5,1,4,3,4,3,4,2,3,1,2,2,4,5,4,2,4,2,3,3,5,2,4,3,4,3.636363636,4.333333333
266,4,0,0, ,1,3,4,1,4,1,4,4,4,1,3,4,2,1,5,3,4,4,3,1,1,3,2,3,1,5,4,3,2,4,2,4,3,4,4,4,3,5,1,4,1,3,2,5,2,4,2.363636364,4
268,1,0,0, ,2,3,5,2,5,1,4,3,4,3,1,4,4,1,4,4,4,5,5,3,4,4,1,5,3,4,5,4,1,4,2,5,1,5,4,1,2,5,1,5,4,5,2,5,3,5,3.727272727,4.777777778
268,4,0,0, ,1,3,1,1,4,1,4,3,5,1,3,4,4,1,4,3,5,4,4,1,3,4,4,5,2,2,5,4,1,4,1,5,2,5,5,3,2,5,1,4,1,5,1,5,1,5,3.181818182,4.555555556
269,1,0,0, ,2,2,4,2,3,2,4,3,4,3,2,4,5,2,4,5,4,5,4,3,4,5,3,4,3,2,4,4,2,4,2,4,3,4,4,2,3,5,2,3,2,4,1,5,2,5,3.363636364,4.333333333
269,4,0,0, ,2,2,4,3,4,1,3,1,5,1,2,5,5,1,5, ,4,5,5,4,4,5,2,5,1,5,5,5,1,2,1,4,4,5,5,1,2,5,1,5,1,3,1,5,4,5,4,4.888888889
274,1,0,0, ,2,2,5,4,2,1,3,2,4,5,2,3,5,2,4,4,2,5,4,4,4,4,1,4,5,3,1,3,1,3,2,4,2,4,4,1,4,4,4,3,5,2,4,4,5,1,3.363636364,3.888888889
274,4,0,0, ,2,2,4,5,5,2,5,3,4,1,1,5,4,1,3,5,4,4,4,2,5,4,3,4,3,1,5,3,2,4,3,3,3,4,3,1,2,4,4,3,4,3,4,1,5,3,4.454545455,3.666666667
275,1,0,0, ,1,2,5,2,5,1,5,2,4,2,5,5,4,1,5,2,5,5,5,5,1,5,4,5,3,4,5,5,1,4,1,5,1,5,4,4,3,5,1,3,2,5,5,5,3,5,3.181818182,4
275,4,0,0, ,1,2,3,1,5,1,5,4,5,1,5,5,4,1,5,2,4,4,5,1,1,3,4,5,1,4,5,4,1,5,1,4,4,5,5,5,3,5,1,4,3,5,3,5,2,2,3.545454545,4.666666667
280,1,0,0, ,2,2,5,1,4,1,5,4,5,2,4,5,5,1,5,5,5,5,5,1,4,5,1,5,4,4,4,5,2,4,2,5,4,5,4,4,4,4,3,3,3,4,2,4,4,5,4.272727273,4.888888889
280,4,0,0, ,2,2,5,2,5,1,4,2,5,4,2,4,5,1,5,3,4,5,5,3,2,4,1,5,1,2,4,5,1,5,1,4,1,5,3,2,2,5,2,4,4,3,3,5,2,4,3.727272727,4.555555556
286,1,0,0, ,1,2,5,3,4,2,5,2,4,4,3,5,5,2,5,5,4,4,3,3,4,4,1,4,2,2,4,5,2,3,3,3,2,4,4,2,4,5,3,4,5,5,3,3,4,2,3.272727273,4.444444444
286,4,0,0, ,1,2,4,2,4,3,3,4,4,3,4,5,4,3,4,4,4,4,5,4,5,4,3,4,3,3,3,4,1,4, ,3,2,4,4,3,4,4,3,4,4, ,3,4,3,3,2.6,3.888888889
291,1,0,0, ,1,1,3,3,5,1,5,5,3,3,2,5,5,5,5,1,5,5,4,3,5,5,5,5,4,3,5,5,4,5,5,5,4,4,5,1,4,5,4,5,5,5,5,5,5,5,3.727272727,4.333333333
291,4,2,0, ,1,1,4,5,5,1,5,4,4,1,4,5,5,4,5,5,4,4,5,1,5,5,4,5,2,1,5,4,4,5,5,5,4,4,5,4, ,5, ,4,5,5,1,5, , ,4.625,4
292,1,0,0, ,2,3,3,2,3,2,3,4,4,2,3,4,4,1,4,3,3,3,4,2,3,4,5,4,3,3,3,2,2,3,2,3,4,4,4,2,4,4,2,3,2,3,3,4,4,2,3.727272727,4.222222222
293,1,0,0, ,2,1,2,2,5,3,4,3,5,2,4,5,3,1,5,3,4,3,5,2,4,5,4,5,1,4,3,3,2,5,2,5,4,5,4,4,4,4,1,5,2,5,1,4,2,5,3.909090909,4.333333333
293,4,0,0, ,2,1,3,2,5,1,4,4,5,2,4,4,4,2,4,3,4,3,5,2,2,4,3,4,2,4,4,3,2,4,2,4,3,4,4,4,2,4,3,4,2,3,2,4,1,4,3.454545455,4
299,1,0,0, ,2,2,4,2,4,1,4,4,4,2,2,5,4,1,3,5,4,3,4,5,3,4,3,4,4,5,4,5,2,4,2,4,3,4,4,1,2,4,2,3,3,3,2,3,3,4,3.454545455,3.888888889
299,4,0,0, ,2,2,5,3,4,2,4,3,4,2,4,4,5,3,4,3,4,4,2,5,3,5,2,3,4,3,4,4,4,4,3,2,2,3,3,4,2,4,3,3,2,4,4,3,2,4,3.363636364,4
303,1,0,0, ,2,2,4,1,4,1,5,4,3,4,5,5,3,3,4,4,5,3,5,2,4,5,4,4,1,3,5,4,3,3,2,5,5,4,4,2,1,4,2,3,3,2,1,3,4,3,2.9,3.333333333
308,1,2,0, ,2,3,5,1,3,1,5,3,5,4,2,5,5,3,4,5,5,5,3,1,5,5,1,5,1,3,2,5,3,5,2,5,1,4,5,2,3,5,4,5,3,5,1,5,3,2,4.545454545,4.666666667
308,4,2,0, ,1,3,4,3,4,1,4,4, ,3,4,5,4,2,4,4,4,4,4,3,4,3,3,4,2,4,4,4, ,4, ,4,4,4,4,3,4,4,3,4,3,4,3,4,4, ,2.6,3.777777778
311,1,2,0, ,1,2,4,2,4,1,4,3,4,3,4,4,3,1,5,3,3,3,4,1,3,2,2,3,1,3,2,2,2,4, , ,2,4,5,3,4,4,2,4,1,2,5,4,2,5,4.222222222,3.777777778
311,4,2,0, ,1,2,2,3,4,2,3,4,4,2,4,5,4,1,4,3,4,4,5,4,5,5,5,3,2,1,5,2,5,5,3,5,5,4,4,3,3,3,3,3,2,4,4,4,5,1,4.333333333,4
312,1,0,0, ,1,1,4,3,4,1,4,3,4,2,4,4,4,3,5,3,3,4,5,1,2,4,2,4, ,3,4,5,1,5,1,3,1,4,4,4,2,5,2,4,2,4,4,4,2,4,3.363636364,3.666666667
312,4,0,0, ,1,1,3,2,4,1,5,4,4,2,4,4,4,1,5,2,5,4,3,1,1,4,2,5,2,2,5,4,1,5,1,4,2,4,5,3,4,5,1,5,2,2,4,4,1,4,4.363636364,4.555555556
318,1,0,0, ,1,1,3,2,4,1,5, ,4,2,4,4,3,1, ,4,3, ,4,1,2,5,4,4,1,5, , ,3,3,1,5,4,5,4,3,3,5,1,4,1,5,1,5,3,5,2.545454545,4.444444444
318,4,0,0, ,1,1,3,3,4,1,5,5,5,2,4,5,3,1,4,4,3,2,4,1,4,5,5,3,1,3,5,3,2,4,2,5,4,5,4,2,3,4,1,3,2,5,1,4,3,5,2.727272727,3.222222222
324,1,0,0, ,2,1,2,1,3,2,5,5,5,3,5,5,4,2,4,2,5,5,5,3,5,5,4,5,3,4,5,5,5,5,5,5,4,5,5,5,2,4,3,5,5,5,1,4,2,5,3.090909091,4.333333333
324,4,0,0, ,2,1,5,4,5,2,5,5,4,4,5,5,3,2,5,3,3,3,5,3,1,5,5,2,5,5,5,5,5,5,3,5,5,5,5,5,2,5,5,3,4,5,2,3,1,5,2.454545455,4.222222222
326,1,0,0, ,2,1,4,2,5,1,4,5,5,1,3,5,4,1,5,5,4,4,3,2,5,4,3,4,1,1,3,3,1,4,5,5,4,5,5,2,2,5,1,3,5,4,2,4,1,4,3.727272727,4.333333333
326,4,0,0, ,2,1,2,1,5,1,4,5,5,1,4,4,4,1,5,3,4,3,5,5,2,4,5,5,1,1,5,3,2,5,1,4,4,5,5,2,4,5,1,5,4,4,2,5,1,3,3.818181818,4.111111111
333,1,0,0, ,2,2,5,5,3,1,5,2,4,4,1,2,5,3,5,5,4,4,3,5,5,5,1,5,3,1,5,5,2,2,2,2,2,4,4,4,4,4,2,4,3,3,1,5,5,4,4.272727273,4.555555556
333,4,0,0, ,2,2,2,5,3,2,4,2,3,4,3,4,2,3,2,5,3,2,1,5,5,5,4,3,3,4,4,5,5,3,5,5,5,4,3,4,2,4,5,4,5,5,2,3,5,4,3.454545455,4.555555556
338,1,0,0, ,2,3,3, ,3,3, , , ,2,3,3,3,2,5, , , , ,3,5,3,4, ,3,3, , ,3,3,4,3,4, ,3,3, , ,3,3,4, ,3,3, , ,4.333333333,3.888888889
338,4,0,0, ,1,3,4,2,2,1,4,3,4,4,4,4,5,1,4,3,3,2,5,3,3,3,1,5,2,4,3,5,1,2,2,3,1,4,4,4,3,4,2,4,2,1,5,4,4,3,2.909090909,4.777777778
353,1,0,0, ,1,2,2,2,3,2,3,4,3,4,3,4,5,4,4,4,3,4,5,2,5,3,4,4,2,2,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,3.545454545,3.777777778
353,4,0,0, ,1,2,4,3,3,2,4,2,3,3,2,5,3,3,4,3,3,5,3,4,4,4,2,3,3,3,2,5,1,3,3,3,3,3,4,3,4,5,3,3,4,3,3,4,5,3,2.909090909,3.444444444
362,1,0,0, ,2,3,5,1,4,3,5,2,5,4,4,4,5,1,4,5,5,5,5,4,5,5,2,5,5,2,5,4,1,4,4,5,4,5,5,2,4,5,2,2,4,5,5,5,5,5,3.909090909,4
362,4,0,0, ,1,3,1,1,5,1,4,4,3,3,4,5,5,1,5,2,4,3,4,2,5,5,5,5,2,5,1,5,1,5,1,5,2,5,5,5,4,5,1,4,2,3,5,5,2,5,3.272727273,3.777777778
365,1,0,0, ,1,3,5,2,5,1,4,3,4,5,4,5,5,2,4,3,5,4,2,5,2,4,3,4,5,4,5,4,2,5,2,4,4,4,5,4,1,4,5,4,2,5,1,3,4,4,3.363636364,4.888888889
365,4,0,0, ,2,3,5,1,5,4,5,5,4,2,5,5,5,1,5,2,5,5,5,4,5,5,2,2,2,4,5,5,5,5,5,5,2,4,4,5,1,4,3,5,2,5,1,2,5,5,2.818181818,4.333333333
368,1,0,0, ,2,2,2,2,5,2,4,5,4,2,5,5,5,1,5,4,4,3,4,1,3,5,4,5,1,4,4,5,3,5,3,5,4,5,5,4,3,4,2,4,4,5,1,4,1,4,4,4.777777778
368,4,0,0, ,2,2,4,2,3,1,4,1,4,5,1,5,4,2,5,5,3,4,3,5,4,3,2,5,3,1,3,3,2,2,3,3,4,4,4,1,4,4,3,3,2,5,4,4,5,1,3.818181818,4.222222222
377,1,0,0, ,2,2,4,1,5,1,5,4,5,3,5,5,5,1,5,4,5,5,4,1,3,5,2,5,1,4,5,5,1,5,2,5,2,5,5,4,5,5,2,5,4,2,2,5,1,5,4.272727273,4.777777778
377,4,0,0, ,2,2,2,2,5,1,5,5,5,1,4,5,5,2,5,4,5,5,5,1,3,5,5,5,1,4,4,5,1,4,1,5,5,5,5,4,5,5,1,5,5,1,1,5,2,5,3.636363636,4.222222222
382,1,0,0, ,2,2,3,1,4,2,2,4,4,2,4,4,2,2,4,3,4,2,5,5,4,3,4,4,2,3,3,4,2,5,2,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3.727272727,4
382,4,0,0, ,2,2,3,2,4,2,4,4,4,2,4,4,3,2,4,4,4,3,4,2,3,4,4,4,2,3,4,4,3,4,2,4,4,4,4,4,4,4,2,4,3,4,3,4,2,3,3.363636364,4
383,1,0,0, ,1,3,4,3,3,4,4,3,4,3,2,4,4,2,5,4,3,2,3,4,4,5,4,3,4,3,3,4,4,3,4,4,3,5,3,3,3,4,3,3,4,5,2,3,4,3,3,2.888888889
383,4,0,0, ,2,3,2,3,3,1,3,3,4,3,3,3,3,2,3,4,3,3,4,2,4,4,3,4,2,3,3,3,2,4,3,4,4,4,3,3,3,5,4,4,2,3,1,3,3,3,3.454545455,3.222222222
392,1,0,0, ,1,3,4,3,4,1,4,1,5,3,2,5,5,1,5,4,4,4,5,3,4,5,3,5,1,4,4,4, ,4,2,5,3,5,5,3,5,5,1,4,1,3,1,5,3,5,2.272727273,4.111111111
392,4,0,0, ,2,3,5,4,3,3,4,5,4,4,3,5,3,2,5,5,4,2,1,3,3,2,2,2,3,4,3,4,3,3,4,2,4,4,4,5,2,4,3,2, ,1,2,2,1,5,2.727272727,3.888888889
394,1,0,0, ,2,3,4,5,3,3,4,4,3,1,3,5,4,1,5,5,4,5,2,4,5,5,3,2,5,2,3,3,5,4,3,3,4,3,3,3,2,4,3,3,4,4,2,2,5,3,3.181818182,3.666666667
394,4,0,0, ,1,3,4,2,3,2,5,4,4,3,3,5,3,2,5,4,4,4,4,2,4,5,2,4,3,3,4,3,2,4,2,4,3,4,4,3,3,4,3,3,2,5,2,4,3,4,3.636363636,3.888888889
403,1,2,0, ,2,3,4,2,3,2,4,1,4,2,4,4,5,1,5,3,5,4,3,3,4,5,1,4,1,3,4,3,1,3,3,4,1,5,5,4,2,5,2,3,3,4,5,5,2,5,4.363636364,4.444444444
403,4,2,0, ,1,3,2,4,5,1,5,4,4,4,4,1,5,4,3,2,5,1,5,1,1,4,4,5,1,2,5,5,4,4,5,4,1,4,4,5,1,4,2,5,1,1,1,5,5,1,3.545454545,4.888888889
405,1,0,0, ,2,2,3,1,5,2,4,2,3,5,3,5,4,3,5,5,5,3,4,2,5,4,2,4,3,3,3,5,3,5,3,3,4,3,5,3,1,4,3,4,4,4,1,2,3,3,3.090909091,4
406,1,0,0, ,2,3,3,1,4,2,3,2,2,4,2,4,3,1,4,2,4,3,4,1,5,2,4,4,3,3,2,2,1,3,3,4,4,4,4,3,5,4,3,2,4,4,1,4,2,1,3.454545455,3.111111111
406,4,0,0, ,1,3,2,2,4,1,4,4,4,3,3,5,4,1,4,3,4,3,5,1,4,3,2,4,1,3,3,3,1,4,2,4,1,4,4,2,4,5,1,4,2,2,1,4,2,2,3.272727273,3.222222222
411,1,2,0, ,1,2,4,2,3,1,3,2,4,4,5,5,5,3,3,1,4,4,4,3,5,4,1,4,3,4,3,4,2,3,1,4,4,5,3,3,4,5,3,4,2,4,5,4,3,1,2.818181818,3.444444444
411,4,2,0, ,1,2,4,2,5,1,3,2,4,2,4,4,4,2,4,4,4,3,4,1,4,3,2,4,2,2,5,4,4,4,2,4,4,4,5,2,5,4,4,2,2,4,4,4,2,2,3.8,3.888888889
420,1,0,0, ,1,2,4,4,4,2,4,4,5,3,4,5,4,2,5,3,4,4,4,3,5,4,2,4,3,4,4,4,1,5,1,3,2,4,4,4,2,5,2,3,2,3,3,4,2,5,3,4.666666667
420,4,0,0, ,1,2,4,2,5,4,4,2,5,3,3,5,5,3,5,4,4,4,3,3,5,4,3,4,3,2,4,5,3,4,3,4,3,5,4,3,2,5,3,4,5,2,2,4,3,5,4.090909091,3.888888889
421,1,0,0, ,2,3,5,5,2,4,4,3,4,5,3,4,3,4,4,4,2,3,3,5,3,3,1,3,5,2,3,5,4,2,4,1,1,3,4,3,3,5,4,2,4,3,4,3,4,2,3.727272727,3.555555556
422,1,0,0, ,2,3,5,2,3,1,4,1,5,4,1,4,5,4,5,4,3,4,4,4,5,4,2,4,1,2,3,5,1,5,1,4,3,4,4,1,2,5,1,3,4,4,2,4,1,2,3.818181818,4.333333333
422,4,0,0, ,1,3,3,3,4,2,5,3,4,5,3,4,4,1,4,4,4,2,3,4,3,5,4,4,2,3,3,2,2,4,3,3,4,4, ,4,3,5,3,3,3,2,3,4,3,3,2.818181818,2.888888889
426,1,0,0, ,2,2,2,2,5,1,3,3,4,3,4,4,4,1,4,2,4,3,4,5,2,4,4,4,3,3,2,2,2,4,2,4,3,4,3,4,3,4,2,3,4,4,2,4,4,2,3.727272727,4.222222222
426,4,0,0, ,2,2,5,3,2,1,2,2,4,3,2,3,3,2,4,3,3,3,4,2,5,2,4,4,3,2,2,3,2,3,2,3,4,4,4,2,3,4,3,3,5,3,3,3,3,3,3.727272727,3.888888889
430,1,0,0, ,1,2,3,3,4,2,3,2,4,3,4,3,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,2.818181818,3.555555556
430,4,0,0, ,1,2,5,3,5,1,4,3,5,4,5,5,5,3,5,1,5,2,3,2,2,5,1,4,1,5,5,5,4,4,4,2,1,4,5,5,1,4,3,4,5,4,1,5,2,3,1.090909091,4.444444444
